ID,Gender,Location,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Online Shopping Expenditure Percentage,Impulsive Buying Behavior Score,Promotion Score,Social Influence Score,Happiness Score,Self Control Score,Normative Evaluation Score
475,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,3.25,3.75,1.8333333333333333,3.75,3.4,1.8
476,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,3.0,1.0,1.0,1.0,3.4,1.0
477,Female,Riau,Non e-paylater user,Post Graduate,1975,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2.0,1.0,1.0,4.0,4.0,5.0
478,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1970,Students,"Less than Rp 1,000,000",Less than 20%,2.25,3.0,3.0,3.75,3.2,3.6
479,Male,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"More than Rp 10,000,000",Less than 20%,1.0,1.0,1.0,2.0,4.8,2.6
480,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Less than Rp 1,000,000",Less than 20%,3.0,3.0,3.0,3.75,2.8,3.0
481,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2.25,1.5,4.0,1.5,2.4,3.8
482,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1996,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2.75,1.0,1.0,5.0,3.2,3.4
483,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1.0,1.0,1.0,3.0,3.0,3.4
484,Female,West Sumatera,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",21% - 40%,2.5,3.25,3.3333333333333335,3.25,3.8,4.4
485,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,3.75,1.0,2.3333333333333335,3.5,3.0,2.8
486,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,1.0,4.0,2.6666666666666665,4.0,5.0,4.6
487,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,1980,Working,"Less than Rp 1,000,000",21% - 40%,3.5,1.25,2.3333333333333335,3.5,2.8,2.8
488,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,1997,Students,"Less than Rp 1,000,000",21% - 40%,3.0,2.25,2.3333333333333335,4.0,2.6,3.0
489,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1981,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3.0,2.0,2.0,4.0,3.2,3.4
490,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.75,2.0,2.8333333333333335,4.0,3.0,3.2
491,Female,Jambi,Non e-paylater user,Until Senior High School,1992,Students,"Less than Rp 1,000,000",Less than 20%,2.25,1.0,1.0,4.0,3.4,3.6
492,Female,North Sumatera,e-paylater user,"Diploma I, II, III",2004,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2.0,4.0,3.3333333333333335,4.0,3.4,3.8
493,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.5,1.0,2.0,3.5,3.0,4.0
494,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2.5,1.0,1.0,3.75,3.2,4.2
495,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2004,Not Working,"More than Rp 10,000,000",Less than 20%,2.0,1.0,1.1666666666666667,2.5,2.4,3.8
496,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.5,3.75,3.0,3.75,4.2,3.0
497,Male,Central Java,Non e-paylater user,Post Graduate,1972,Working,"More than Rp 10,000,000",Less than 20%,3.25,2.25,1.0,4.0,4.0,3.6
498,Female,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,1972,Working,"More than Rp 10,000,000",Less than 20%,1.0,1.0,1.0,2.0,4.0,4.4
499,Female,West Sumatera,Non e-paylater user,Until Senior High School,1966,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3.25,1.0,1.0,5.0,3.8,3.8
500,Female,Central Java,Non e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",21% - 40%,3.0,4.0,1.5,4.0,3.0,3.8
501,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3.25,4.0,3.0,5.0,2.0,2.2
502,Male,West Sumatera,Non e-paylater user,Post Graduate,1991,Working,"More than Rp 10,000,000",41% - 60%,3.0,1.0,3.0,4.0,2.8,3.2
503,Female,West Java,e-paylater user,Bachelor/Diploma IV,1978,Working,"Rp 7,500,001 - Rp 10,000,000",61% - 80%,1.0,4.75,1.0,2.0,5.0,3.8
504,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,3.0,4.0,2.6666666666666665,4.25,3.8,1.6
505,Male,Central Java,Non e-paylater user,Post Graduate,1994,Working,"More than Rp 10,000,000",Less than 20%,1.5,1.0,1.1666666666666667,3.0,3.8,5.0
506,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",21% - 40%,4.0,2.0,2.0,5.0,2.8,2.4
507,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"More than Rp 10,000,000",21% - 40%,2.0,1.0,2.0,3.0,4.0,4.0
508,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Less than Rp 1,000,000",41% - 60%,3.5,4.0,4.0,4.0,3.0,3.0
509,Female,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",21% - 40%,3.25,2.0,2.1666666666666665,4.0,3.6,3.8
510,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,4.0,1.0,1.3333333333333333,4.0,2.4,3.8
511,Female,West Sumatera,Non e-paylater user,Post Graduate,1990,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1.0,1.0,1.0,2.0,4.6,5.0
512,Female,Kepulauan Riau,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4.0,4.0,4.0,4.0,2.8,4.0
513,Female,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,1.75,1.0,2.0,3.25,3.6,2.0
514,Female,Kepulauan Riau,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",21% - 40%,4.0,4.0,3.1666666666666665,4.0,3.8,3.2
515,Female,Kepulauan Riau,Non e-paylater user,Post Graduate,2002,Not Working,"Less than Rp 1,000,000",21% - 40%,3.25,2.0,1.8333333333333333,4.0,2.0,2.8
516,Female,Jambi,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,3.0,2.0,3.0,4.0,2.8,2.0
517,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,2.5,3.0,2.0,3.25,2.8,3.4
518,Female,West Sumatera,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",Less than 20%,3.0,2.0,2.0,4.0,3.2,4.0
519,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"More than Rp 10,000,000",Less than 20%,2.75,2.0,2.0,3.25,3.2,3.0
520,Female,East Nusa Tenggara,e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",Less than 20%,2.75,3.75,2.3333333333333335,2.0,2.6,5.0
521,Female,Riau,Non e-paylater user,Until Senior High School,1996,Students,"Less than Rp 1,000,000",21% - 40%,3.75,3.0,3.1666666666666665,4.0,3.4,3.2
522,Female,Central Java,Non e-paylater user,"Diploma I, II, III",1986,Students,"Less than Rp 1,000,000",Less than 20%,3.75,4.0,3.6666666666666665,3.75,3.2,2.8
523,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1980,Entrepreneur,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2.0,1.0,1.0,3.75,3.6,4.4
524,Female,East Java,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",21% - 40%,4.0,4.25,4.166666666666667,4.25,2.8,4.6
525,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"More than Rp 10,000,000",Less than 20%,3.75,2.0,2.0,3.5,4.0,3.0
526,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Not Working,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2.0,1.0,1.0,4.0,3.8,3.6
527,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4.0,1.0,1.0,5.0,4.0,3.0
528,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,1.25,1.0,1.0,3.0,3.8,4.6
529,Female,Riau,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2.0,1.0,1.0,4.0,3.2,1.8
530,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1999,Students,"Less than Rp 1,000,000",21% - 40%,2.5,2.0,2.1666666666666665,4.0,4.2,2.6
531,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1978,Entrepreneur,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3.0,1.75,1.3333333333333333,3.0,3.6,4.0
532,Female,Central Java,e-paylater user,Until Senior High School,1981,Students,"Less than Rp 1,000,000",Less than 20%,3.25,2.0,2.0,2.25,3.4,2.4
533,Female,Central Java,e-paylater user,Until Senior High School,1980,Students,"Rp 2,500,001 - Rp 5,000,000",41% - 60%,2.75,3.75,3.1666666666666665,4.0,4.4,3.4
534,Female,DKI Jakarta,e-paylater user,Until Senior High School,1997,Students,"Less than Rp 1,000,000",21% - 40%,3.75,3.5,2.8333333333333335,4.0,3.4,3.0
535,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",1993,Students,"Less than Rp 1,000,000",Less than 20%,3.75,4.0,3.6666666666666665,3.75,3.2,2.8
536,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,1.25,1.0,1.0,4.5,3.8,2.0
537,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1971,Not Working,"Less than Rp 1,000,000",Less than 20%,2.0,3.5,2.6666666666666665,3.5,3.0,4.6
538,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2.75,1.0,1.3333333333333333,3.25,3.4,3.6
539,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1992,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.25,4.0,3.8333333333333335,3.0,3.0,3.0
540,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",Less than 20%,2.0,3.5,2.6666666666666665,2.0,4.4,3.4
541,Male,Kepulauan Riau,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,2.0,1.5,1.0,2.5,4.0,4.0
542,Female,West Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,1.25,2.75,2.5,3.25,4.0,3.6
543,Male,Central Java,Non e-paylater user,Until Senior High School,1983,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1.75,2.0,2.0,4.0,3.4,4.8
544,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",1983,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2.0,2.0,2.0,3.0,3.2,4.0
545,Male,East Kalimantan,Non e-paylater user,Until Senior High School,1985,Students,"Less than Rp 1,000,000",Less than 20%,4.0,3.0,3.0,4.0,2.8,4.0
546,Female,South Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,3.25,1.0,1.1666666666666667,3.0,3.4,3.8
547,Male,Banten,Non e-paylater user,Post Graduate,1984,Working,"More than Rp 10,000,000",Less than 20%,3.0,1.0,1.0,3.25,3.8,3.0
548,Female,Riau,Non e-paylater user,Until Senior High School,1980,Students,"Less than Rp 1,000,000",Less than 20%,1.25,1.0,1.0,2.0,3.4,3.4
549,Female,Banten,Non e-paylater user,Bachelor/Diploma IV,1986,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3.25,1.0,1.1666666666666667,1.0,4.0,2.8
550,Female,North Sumatera,Non e-paylater user,Until Senior High School,1981,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,3.0,2.5,2.0,4.0,2.8,3.0
551,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1980,Students,"Less than Rp 1,000,000",Less than 20%,3.25,2.0,2.0,3.0,3.2,3.0
552,Male,West Java,e-paylater user,Until Senior High School,1973,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2.5,3.75,3.1666666666666665,4.0,2.6,3.2
553,Male,Riau,e-paylater user,Until Senior High School,1981,Students,"Less than Rp 1,000,000",Less than 20%,1.75,3.5,2.0,4.0,3.2,3.4
554,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",Less than 20%,2.0,2.0,2.0,3.0,2.8,3.0
555,Female,West Nusa Tenggara,Non e-paylater user,Bachelor/Diploma IV,1977,Working,"More than Rp 10,000,000",21% - 40%,1.5,2.0,2.1666666666666665,3.25,4.0,4.6
556,Male,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,1982,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4.25,3.0,3.0,4.0,3.0,4.0
557,Male,Provinsi South Sulawesi,e-paylater user,Post Graduate,1989,Working,"More than Rp 10,000,000",21% - 40%,3.0,4.25,4.0,4.0,2.8,2.0
558,Female,DKI Jakarta,e-paylater user,Until Senior High School,1981,Students,"Less than Rp 1,000,000",41% - 60%,3.0,3.0,2.0,3.0,2.8,2.0
559,Male,West Kalimantan,Non e-paylater user,Bachelor/Diploma IV,1981,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3.0,2.0,2.6666666666666665,3.25,3.2,2.2
560,Male,West Kalimantan,e-paylater user,Bachelor/Diploma IV,1985,Entrepreneur,"More than Rp 10,000,000",21% - 40%,4.25,2.0,3.5,2.25,2.0,3.4
561,Male,West Java,Non e-paylater user,Bachelor/Diploma IV,1980,Students,"Less than Rp 1,000,000",21% - 40%,2.25,2.5,2.5,2.5,3.0,3.0
562,Male,East Java,e-paylater user,Until Senior High School,1993,Students,"Less than Rp 1,000,000",21% - 40%,2.5,2.25,2.5,2.25,3.2,3.2
563,Female,DKI Jakarta,e-paylater user,Until Senior High School,1982,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4.25,3.0,3.0,4.0,3.8,4.4
564,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Working,"More than Rp 10,000,000",21% - 40%,3.0,3.0,3.0,3.0,3.0,3.0
565,Female,West Java,e-paylater user,Bachelor/Diploma IV,1982,Working,"More than Rp 10,000,000",Less than 20%,3.25,3.5,3.6666666666666665,3.75,3.2,3.0
566,Male,East Kalimantan,Non e-paylater user,Post Graduate,1972,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,1.25,1.0,1.0,4.0,2.6,2.0
567,Female,Provinsi South Sulawesi,Non e-paylater user,Bachelor/Diploma IV,1995,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2.0,1.0,1.3333333333333333,2.5,3.8,1.8
568,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1991,Not Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.0,3.0,1.8333333333333333,4.75,4.0,4.0
569,Female,West Java,Non e-paylater user,Post Graduate,1992,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3.25,2.0,2.0,3.0,2.8,4.0
570,Female,West Sumatera,Non e-paylater user,Post Graduate,2004,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3.0,2.5,2.3333333333333335,4.25,3.6,2.4
571,Female,Banten,Non e-paylater user,Until Senior High School,1986,Students,"Less than Rp 1,000,000",Less than 20%,2.5,2.0,2.6666666666666665,4.0,3.4,2.4
572,Female,Provinsi South Sulawesi,Non e-paylater user,Post Graduate,1968,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,4.0,3.0,3.0,4.0,2.8,4.0
573,Female,Papua,Non e-paylater user,Bachelor/Diploma IV,1986,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2.5,1.0,2.0,2.0,4.0,4.2
574,Female,Papua,Non e-paylater user,Until Senior High School,1983,Students,"Less than Rp 1,000,000",Less than 20%,3.5,3.75,3.0,3.0,3.4,3.2
575,Male,Provinsi South Sulawesi,e-paylater user,Post Graduate,1990,Entrepreneur,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,4.0,4.25,4.333333333333333,4.0,3.2,2.0
576,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,4.0,2.0,2.0,3.75,3.0,4.8
577,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2.75,1.0,1.3333333333333333,4.0,3.6,4.0
578,Female,West Java,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,1.25,1.0,1.0,4.0,4.2,4.6
579,Male,West Java,Non e-paylater user,Bachelor/Diploma IV,1980,Working,"More than Rp 10,000,000",Less than 20%,2.75,1.25,2.6666666666666665,3.0,3.0,4.6
580,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1998,Students,"Less than Rp 1,000,000",Less than 20%,3.25,2.0,3.0,4.0,3.4,3.8
581,Female,West Sumatera,Non e-paylater user,Until Senior High School,1998,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3.0,3.0,1.8333333333333333,4.25,3.6,2.0
582,Female,West Nusa Tenggara,e-paylater user,Until Senior High School,1976,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3.0,3.0,3.0,3.75,3.2,3.2
583,Male,East Java,e-paylater user,Bachelor/Diploma IV,1998,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4.0,4.25,3.6666666666666665,3.75,3.2,3.4
584,Male,East Kalimantan,Non e-paylater user,Bachelor/Diploma IV,1984,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.25,3.5,2.3333333333333335,3.0,3.8,5.0
585,Male,East Kalimantan,Non e-paylater user,Until Senior High School,1972,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.75,2.0,2.0,3.5,4.0,4.0
586,Male,East Kalimantan,Non e-paylater user,Bachelor/Diploma IV,1982,Entrepreneur,"More than Rp 10,000,000",Less than 20%,2.0,2.0,2.0,3.75,4.0,3.2
587,Female,East Kalimantan,Non e-paylater user,Post Graduate,1968,Working,"Rp 7,500,001 - Rp 10,000,000",61% - 80%,4.0,2.0,2.0,4.0,3.2,3.6
588,Female,East Kalimantan,Non e-paylater user,Post Graduate,1972,Working,"More than Rp 10,000,000",Less than 20%,2.0,2.0,2.0,3.0,4.0,3.6
589,Male,East Kalimantan,Non e-paylater user,Bachelor/Diploma IV,1987,Working,"More than Rp 10,000,000",Less than 20%,1.5,1.0,3.3333333333333335,3.0,4.0,4.4
590,Female,East Java,Non e-paylater user,Until Senior High School,1996,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.0,3.5,2.1666666666666665,3.25,3.4,3.8
591,Female,East Kalimantan,Non e-paylater user,Until Senior High School,1969,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3.25,3.75,3.5,4.75,3.2,4.0
592,Female,East Kalimantan,Non e-paylater user,Until Senior High School,1991,Working,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2.5,2.0,1.8333333333333333,4.0,2.8,3.4
593,Female,East Kalimantan,e-paylater user,Until Senior High School,1970,Students,"Less than Rp 1,000,000",Less than 20%,3.5,4.0,2.5,4.0,4.0,4.4
594,Female,DKI Jakarta,e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",21% - 40%,3.5,2.25,3.1666666666666665,3.0,2.0,3.4
595,Male,East Kalimantan,Non e-paylater user,Until Senior High School,1991,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1.0,1.0,1.0,3.0,2.8,5.0
596,Female,East Kalimantan,Non e-paylater user,Until Senior High School,1991,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.25,3.0,3.0,4.0,2.4,3.4
597,Female,East Kalimantan,Non e-paylater user,Post Graduate,1982,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2.0,3.5,2.5,4.0,3.6,1.8
598,Female,East Kalimantan,Non e-paylater user,Until Senior High School,1987,Students,"Less than Rp 1,000,000",Less than 20%,3.0,3.0,3.0,3.0,2.8,3.0
599,Female,East Kalimantan,e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",Less than 20%,3.75,4.0,2.0,4.0,3.2,3.0
600,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2004,Students,"Less than Rp 1,000,000",Less than 20%,3.25,2.0,2.0,4.0,3.2,4.6
601,Female,West Sumatera,e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4.0,4.0,4.0,4.0,2.8,5.0
602,Female,East Kalimantan,Non e-paylater user,Post Graduate,1972,Working,"More than Rp 10,000,000",Less than 20%,2.0,1.0,1.5,4.0,3.6,1.6
603,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,3.25,2.0,2.0,4.0,3.8,3.4
604,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,2.5,2.0,2.0,4.0,3.4,2.6
605,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1998,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,3.5,4.0,4.0,4.0,2.8,5.0
606,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2.0,1.0,1.5,3.5,3.6,3.6
607,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3.0,3.5,3.1666666666666665,3.75,3.4,2.0
608,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2.75,2.0,2.0,3.5,3.4,3.0
609,Female,West Sumatera,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3.0,3.5,3.1666666666666665,2.75,3.0,2.4
610,Female,Bengkulu,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2.25,1.0,1.0,4.0,4.0,4.6
611,Female,West Sumatera,Non e-paylater user,Until Senior High School,2005,Students,"Less than Rp 1,000,000",Less than 20%,2.75,3.0,3.0,4.0,3.2,3.4
612,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Not Working,"More than Rp 10,000,000",21% - 40%,2.75,1.0,1.0,2.75,3.4,3.4
613,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2.75,1.0,2.0,3.5,2.6,3.6
614,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,2.5,3.5,2.0,5.0,3.4,2.4
615,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3.25,3.5,3.1666666666666665,4.0,3.4,2.4
616,Female,Provinsi South Sulawesi,Non e-paylater user,Until Senior High School,1992,Students,"Less than Rp 1,000,000",Less than 20%,4.0,4.0,3.6666666666666665,3.0,2.8,3.0
617,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3.0,1.0,1.0,5.0,3.6,3.0
618,Female,West Sumatera,Non e-paylater user,Post Graduate,2001,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,1.75,1.0,1.5,3.0,3.2,2.2
619,Female,West Sumatera,Non e-paylater user,Post Graduate,1989,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,3.0,1.0,2.0,3.0,4.2,3.8
620,Female,DKI Jakarta,Non e-paylater user,Post Graduate,1991,Working,"More than Rp 10,000,000",Less than 20%,2.5,2.0,2.5,4.0,3.8,4.4
621,Female,Central Java,Non e-paylater user,Until Senior High School,1988,Students,"Less than Rp 1,000,000",41% - 60%,2.75,3.0,2.8333333333333335,4.25,3.2,4.0
622,Female,North Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2.0,2.0,2.0,4.0,3.6,4.2
623,Female,North Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,4.0,3.5,3.0,4.0,2.8,3.0
624,Female,North Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,1.25,1.0,3.0,5.0,3.2,5.0
625,Female,North Sumatera,Non e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",Less than 20%,3.25,1.0,1.0,2.0,5.0,1.0
626,Male,North Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,3.75,2.0,2.0,4.0,3.4,2.0
627,Female,North Sumatera,Non e-paylater user,Post Graduate,2000,Working,"More than Rp 10,000,000",Less than 20%,2.25,2.0,3.3333333333333335,3.0,3.0,3.2
628,Female,North Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,4.0,1.0,2.0,4.0,2.6,3.0
629,Male,North Sumatera,e-paylater user,Post Graduate,2002,Entrepreneur,"More than Rp 10,000,000",21% - 40%,3.75,4.5,4.5,4.5,2.8,3.2
630,Female,Sulawesi Tengah,e-paylater user,Bachelor/Diploma IV,1986,Students,"Less than Rp 1,000,000",61% - 80%,4.0,4.0,4.0,4.0,2.8,3.0
631,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",Less than 20%,3.5,2.0,2.0,4.0,2.8,3.2
632,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Less than Rp 1,000,000",Less than 20%,2.25,2.0,2.0,3.0,3.8,2.8
633,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",21% - 40%,1.75,3.0,2.5,4.0,4.0,5.0
634,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3.75,1.0,1.0,3.5,2.4,4.0
