ID,Gender,Location,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Online Shopping Expenditure Percentage,IBB1,IBB2,IBB3,IBB4,P1,P2,P3,P4,SI1,SI2,SI3,SI4,SI5,SI6,H1,H2,H3,H4,SC1,SC2,SC3,SC4,SC5,NE1,NE2,NE3,NE4,NE5
351,Female,DKI Jakarta,Non e-paylater user,"Diploma I, II, III",1978,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,5,4,3,3,1,1,1,1,1,2,2,2,1,1,5,4,4,4,5,5,3,3,3,5,3,3,3,3
352,Female,West Sumatera,Non e-paylater user,Post Graduate,1994,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,3,5,5,2,2
353,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1995,Entrepreneur,"More than Rp 10,000,000",Less than 20%,4,3,3,3,4,4,3,3,5,3,3,3,3,3,5,5,5,5,4,5,4,4,4,5,5,5,5,4
354,Female,West Sumatera,Non e-paylater user,Post Graduate,1992,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,3,3,3,3,3,4,3,4,3,3,3,3,1,4,4,4,3,4,4,2,2,2,4,3,4,4,5
355,Female,DKI Jakarta,Non e-paylater user,"Diploma I, II, III",1979,Students,"Less than Rp 1,000,000",41% - 60%,1,1,1,1,2,4,2,2,2,1,1,1,1,3,4,4,3,4,4,4,2,3,3,5,3,3,4,4
356,Female,West Sumatera,Non e-paylater user,Post Graduate,1979,Working,"More than Rp 10,000,000",21% - 40%,3,2,2,1,1,1,1,2,1,3,1,1,1,1,4,4,4,3,5,5,4,5,5,3,3,2,1,1
357,Female,West Sumatera,Non e-paylater user,Until Senior High School,1980,Students,"Less than Rp 1,000,000",Less than 20%,4,4,5,4,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,4,2,2,2,5,5,5,4,5
358,Female,West Sumatera,Non e-paylater user,Post Graduate,1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,1,1,1,1,1,1,1,2,2,2,2,2,2,3,4,3,3,4,4,2,2,3,4,4,4,4,3
359,Female,West Sumatera,e-paylater user,Until Senior High School,1971,Students,"Less than Rp 1,000,000",41% - 60%,4,3,4,3,5,5,4,4,4,4,3,1,1,2,4,4,4,4,4,4,1,3,4,4,3,3,2,2
360,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1982,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,5,5,2,5,4,5,3,3,5,3,4,5,2,4,5,2,4,4,5,4,2,1,4,5,2,4,2
361,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1975,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,4,5,1,4,2,4,5,5,5,5,4,5,4,5,5,2,2,3,4,5,4,2,1,4,5,2,2,1
362,Male,West Sumatera,Non e-paylater user,Post Graduate,1984,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,1,1,4,1,4,1,1,1,1,1,1,5,5,5,5,4,4,5,5,5,4,4,4,4,4
363,Female,West Sumatera,Non e-paylater user,Until Senior High School,1988,Students,"Less than Rp 1,000,000",Less than 20%,3,1,4,2,1,1,1,3,3,2,3,3,2,4,5,5,5,5,4,4,2,3,2,5,5,5,5,5
364,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1979,Not Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
365,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",41% - 60%,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,3
366,Female,West Sumatera,Non e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,4,4,3,4,3
367,Female,West Sumatera,Non e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",21% - 40%,4,4,4,2,2,2,2,4,4,4,3,3,3,4,5,5,5,5,4,4,2,3,2,5,3,4,4,3
368,Female,West Sumatera,e-paylater user,Post Graduate,1978,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,4,4,4,4,2,4,4,4,4,4,3,3,2,2,4,4,4,4,3,3,2,2,3,3,3,3,3,3
369,Female,West Sumatera,Non e-paylater user,Until Senior High School,1997,Students,"Less than Rp 1,000,000",21% - 40%,4,3,2,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,3,2,3,1,3,3,3,3
370,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4
371,Male,North Sumatera,Non e-paylater user,Bachelor/Diploma IV,1996,Working,"More than Rp 10,000,000",Less than 20%,2,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,2,3,4,3,2,3,2,2
372,Male,East Java,Non e-paylater user,Until Senior High School,1976,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,3,5,5,4,4,4,4,4
373,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5
374,Male,North Sumatera,e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",41% - 60%,4,3,2,3,4,4,4,3,2,2,2,2,2,4,4,3,4,4,3,3,2,2,2,4,4,2,2,3
375,Male,Central Java,Non e-paylater user,Until Senior High School,1996,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,2,4,2,1,1,1,1,1,2,2,1,1,1,4,3,4,3,4,4,3,5,4,4,5,4,3,2
376,Male,East Java,e-paylater user,"Diploma I, II, III",1980,Students,"Less than Rp 1,000,000",Less than 20%,1,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,3,3,3
377,Male,West Sumatera,Non e-paylater user,Until Senior High School,1989,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,2,4,3,3,3,4,2,2,2,2,2,3,4,3,4,4,4,4,4,3,1,5,5,5,5
378,Male,East Java,e-paylater user,Until Senior High School,1974,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,1,2,2,3,4,4,5,4
379,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1979,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,4,4,1,3,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,3,2,2,3,3,2,2,1
380,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1976,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,4,4,3,4,3,3,3,3,3,2,2,3,2,3,5,5,5,5,3,4,3,3,2,2,2,4,3,1
381,Male,East Java,Non e-paylater user,Bachelor/Diploma IV,1976,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,2,2,2,1,1,1,3,2,2,2,2,2,3,3,3,3,4,4,2,3,4,3,2,2,3,2
382,Male,East Java,Non e-paylater user,Bachelor/Diploma IV,1976,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,3,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,4,2,2,2,3,4,3,3,3
383,Male,East Java,Non e-paylater user,Bachelor/Diploma IV,1974,Working,"More than Rp 10,000,000",Less than 20%,2,2,4,2,4,4,4,4,4,2,2,2,2,2,3,3,3,3,4,4,4,3,4,3,4,3,4,3
384,Female,Central Java,Non e-paylater user,Until Senior High School,1976,Students,"Less than Rp 1,000,000",Less than 20%,3,4,3,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,3,2,2,4,4,4,4,4,3
385,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1975,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,3,5,3,3,5,3,3,1,1,1,1,1,1,5,5,5,5,3,3,1,1,1,3,3,4,3,3
386,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1975,Students,"Less than Rp 1,000,000",Less than 20%,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,3,5,5,3,5,4
387,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1974,Working,"More than Rp 10,000,000",Less than 20%,4,4,4,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,3,4,4,4,3,3
388,Male,Riau,Non e-paylater user,Bachelor/Diploma IV,1993,Working,"More than Rp 10,000,000",Less than 20%,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,4,4,4,4,4,4,4,4,4,4
389,Male,Banten,Non e-paylater user,Until Senior High School,1974,Students,"Less than Rp 1,000,000",21% - 40%,4,2,2,2,4,4,2,4,4,3,3,3,3,3,4,4,4,4,4,4,2,2,3,5,5,4,3,3
390,Male,East Java,Non e-paylater user,Until Senior High School,1974,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,2,2,2,3,2,4,3,2
391,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1973,Working,"More than Rp 10,000,000",21% - 40%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,4,4,3,4,5,5,5,5,5
392,Female,East Java,e-paylater user,Bachelor/Diploma IV,1995,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,3,3,3,4,4,2,2,2,2,2,1,1,1,5,5,5,5,4,4,4,4,4,2,3,2,2,1
393,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,1974,Working,"More than Rp 10,000,000",21% - 40%,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3
394,Female,West Java,Non e-paylater user,Post Graduate,1975,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,2,3,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,4,4,2,3,4,4,4,5,5,4
395,Female,DKI Jakarta,Non e-paylater user,Until Senior High School,1976,Students,"Less than Rp 1,000,000",Less than 20%,4,4,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3
396,Female,East Java,Non e-paylater user,Post Graduate,1977,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,4,4,3,3,3,3,3
397,Female,Lampung,e-paylater user,Bachelor/Diploma IV,1976,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,5,5,2,5,4,5,3,3,5,3,4,5,2,4,5,2,4,4,5,4,2,1,4,5,2,4,2
398,Female,DKI Jakarta,Non e-paylater user,"Diploma I, II, III",1977,Students,"Less than Rp 1,000,000",21% - 40%,2,3,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,4,4,4,4,4,4,4,5,4,4
399,Female,East Java,Non e-paylater user,Until Senior High School,1974,Students,"Less than Rp 1,000,000",Less than 20%,3,2,3,1,2,3,1,3,2,2,3,2,2,2,4,4,4,4,4,4,3,3,3,3,3,4,3,3
400,Female,West Sumatera,Non e-paylater user,Until Senior High School,1988,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,5,4,2,2,1,1,1,1,2,1,1,1,1,1,4,4,4,4,5,5,2,1,2,3,3,2,3,2
401,Female,East Java,e-paylater user,Until Senior High School,1975,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,3,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
402,Female,Riau,Non e-paylater user,Until Senior High School,1984,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,3,3,3,2,3,2,3,2,2,2,3,2,3,3,4,3,4,3,3,3,2,3,4,4,5,4,3
403,Female,West Java,Non e-paylater user,Post Graduate,1976,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,3,3,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,4,5,5,5,5
404,Female,Kepulauan Riau,e-paylater user,"Diploma I, II, III",1976,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,3,4,2,4,4,2,3,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,5,5,5,5,5
405,Female,North Sumatera,Non e-paylater user,Until Senior High School,1991,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,5,5,2,1,1,1,1,4,4,3,1,4,4,3,5,4,3,5,5,1,2,1,4,5,5,5,3
406,Female,West Sumatera,Non e-paylater user,Until Senior High School,1998,Students,"Less than Rp 1,000,000",Less than 20%,2,2,3,1,3,3,3,3,3,3,2,2,2,3,4,4,4,3,5,5,3,4,4,3,5,5,5,3
407,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,4,4,4,4,2,3
408,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,5,5,4,4,4
409,Female,West Sumatera,e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,2,4,4,1,2,3,3,3,1,1,3,3,3,4,3,4,4,2,2,4,1,2,4,4,3
410,Female,Central Java,e-paylater user,Bachelor/Diploma IV,1976,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,4,3,2,3,4,3,3,4,3,3,3,3,3,4,4,4,4,4,5,3,4,4,5,5,5,5,4
411,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,5,4,4,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,3,3,4,4,4,4,3
412,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,1,4,3,3,4,4,4,4,2,2,2,4,4,4,4,4,5,3,3,3,5,4,5,5,3
413,Female,West Sumatera,e-paylater user,"Diploma I, II, III",2004,Working,"Rp 2,500,001 - Rp 5,000,000",41% - 60%,4,5,3,5,4,4,4,4,4,3,3,4,3,4,5,5,5,5,3,4,1,2,2,1,2,4,3,3
414,Male,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"More than Rp 10,000,000",41% - 60%,4,2,4,1,2,1,2,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,5,5,5,5,5
415,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",21% - 40%,3,4,4,4,1,1,1,1,2,2,2,2,2,2,4,4,4,4,3,4,2,2,3,3,4,4,5,3
416,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,2,2,2,4,3,3,2,2
417,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,2,2,1,2,2,2,2,3,2,2,2,2,2,3,3,3,3,5,4,2,3,4,3,4,4,5,4
418,Male,DKI Jakarta,Non e-paylater user,Until Senior High School,1976,Students,"Less than Rp 1,000,000",Less than 20%,4,2,4,2,1,1,1,1,1,1,1,1,1,1,3,4,4,2,3,3,4,4,4,2,3,2,2,3
419,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,3,4,4,3,4,4,4,3,2,2,3,3,4,4,4,4,4,4,4,2,2,2,3,3,3,4,3
420,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,1997,Not Working,"Less than Rp 1,000,000",41% - 60%,4,3,4,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,5,3,3
421,Male,West Sumatera,Non e-paylater user,Until Senior High School,1996,Students,"Less than Rp 1,000,000",21% - 40%,3,4,4,2,3,4,3,3,4,2,2,2,2,3,4,4,3,3,3,4,2,1,3,3,2,2,3,1
422,Male,West Sumatera,Non e-paylater user,Until Senior High School,1979,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,2,2,1,3,2,2,2,2,1,1,1,1,1,3,3,3,3,4,4,2,2,3,3,4,4,4,3
423,Male,West Sumatera,Non e-paylater user,Until Senior High School,1984,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,2,1,2,2,2,3,3,2,2,2,2,2,2,5,4,2,2,5,4,4,4,4,3,4,3
424,Male,Riau,Non e-paylater user,Bachelor/Diploma IV,1997,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,5,3,4,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,5,5,1,4,4,4,3,2,3,2
425,Male,West Sumatera,Non e-paylater user,Until Senior High School,1984,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,4,4,4,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,2,2,3,3,3,3,3
426,Male,West Sumatera,e-paylater user,"Diploma I, II, III",2002,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,3,3
427,Male,West Sumatera,e-paylater user,Post Graduate,2000,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2,2,2,2,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,3
428,Male,Central Java,e-paylater user,Bachelor/Diploma IV,1984,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,2,2,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,5,5,5,5
429,Male,West Sumatera,e-paylater user,Post Graduate,1975,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,1,2,5,1,2,3,2,4,2,4,3,2,4,5,3,4,4,4,5,2,4,1,4,2,2,1,2
430,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1999,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,4,2,3,4,3,3,3,3,3,3,3,3,3,5,4,5,5,4,1,5,1,2,3,3,3,3,4
431,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,3,3,2,1,2,2,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,4,2,2,4,2,2
432,Male,Riau,e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,2,2,1,3,3,3,3,2,3,1,3,1,3,3,3,1,1,1,1,5,4,3,4,5,4,3,4
433,Male,West Sumatera,Non e-paylater user,Post Graduate,2004,Working,"More than Rp 10,000,000",Less than 20%,4,4,3,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,4,4,4,3,5,4,5,5,5,5
434,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Not Working,"Less than Rp 1,000,000",21% - 40%,4,3,3,4,3,3,3,3,4,4,3,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
435,Female,West Sumatera,e-paylater user,Post Graduate,2000,Entrepreneur,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,4,5,2,5,5,3,4,5,5,4,5,3,4,5,4,5,3,4,4,5,4,2,1,2,2,3,1,2
436,Female,West Kalimantan,Non e-paylater user,Post Graduate,1978,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,1,1,2,1,1,1,1,1,2,2,2,2,2,2,3,2,3,3,5,5,4,4,4,2,2,3,4,2
437,Female,DKI Jakarta,Non e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",21% - 40%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,2,2,2,4,4,4,4,4
438,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1991,Working,"More than Rp 10,000,000",61% - 80%,3,2,4,1,1,3,1,2,1,1,1,1,1,3,4,4,4,3,4,3,5,4,5,2,4,4,2,2
439,Female,South Sumatera,Non e-paylater user,"Diploma I, II, III",1999,Students,"Rp 2,500,001 - Rp 5,000,000",61% - 80%,4,4,4,4,1,2,2,1,1,1,1,1,1,1,5,4,5,4,3,4,2,2,2,3,3,4,4,2
440,Female,South Sumatera,e-paylater user,Bachelor/Diploma IV,1998,Students,"Less than Rp 1,000,000",41% - 60%,4,3,3,4,2,1,1,2,1,1,1,1,2,1,2,3,3,2,2,3,3,3,4,4,2,3,3,3
441,Female,South Sumatera,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",21% - 40%,4,3,3,4,1,1,1,1,1,1,1,1,1,2,4,4,5,4,4,5,2,2,3,5,5,5,5,4
442,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1975,Working,"Less than Rp 1,000,000",Less than 20%,3,4,3,2,3,2,1,2,3,3,3,3,3,3,4,3,4,4,4,4,2,3,2,3,4,4,3,2
443,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,4,2,2,5,2,5
444,Female,West Sumatera,e-paylater user,Post Graduate,1985,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3,2,3,4,2,2,4,3,3,2,3,2,2,3,4,4,4,4,3,4,4,4,4,2,3,3,2,1
445,Male,West Kalimantan,Non e-paylater user,Until Senior High School,1984,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,1,2,3,3,4,2,4,4,1,1,1,1,2,4,4,4,5,3,3,4,4,5,4,5,4,3,3
446,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,4,4,2,2,2,2,2,4,3,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,2,2
447,Female,West Kalimantan,e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1,1,1,1,1,3,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,3,3,3,3,3
448,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",21% - 40%,3,3,4,3,2,2,2,2,3,2,2,3,3,2,4,4,4,4,4,4,3,4,4,5,4,3,5,4
449,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,4,1,1,4,3,4,3,2,2,3,2,3,2,3,2,3,2,3,2,3,3,4,3,3,3,5,4
450,Female,West Kalimantan,Non e-paylater user,Bachelor/Diploma IV,2001,Students,"Less than Rp 1,000,000",Less than 20%,5,2,3,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3
451,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,1,1,1,1,1,1,5,5,3,4,3,3,3,3,3,3,3,3,5,5,1,1,1,3,3,3,3,3
452,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1987,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,2,2,1,2,2,2,2,1,1,1,1,1,1,3,4,4,3,4,5,4,3,5,4,4,4,3,2
453,Female,West Kalimantan,Non e-paylater user,"Diploma I, II, III",2001,Entrepreneur,"Less than Rp 1,000,000",Less than 20%,2,2,2,2,4,4,4,4,3,1,1,1,1,1,3,3,3,4,3,3,2,2,3,2,2,2,3,2
454,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",41% - 60%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,2,3,3,3
455,Female,West Kalimantan,Non e-paylater user,"Diploma I, II, III",2001,Students,"Less than Rp 1,000,000",21% - 40%,4,2,4,3,4,4,4,4,4,5,4,4,4,4,5,5,5,5,3,3,3,3,3,2,2,1,1,2
456,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",41% - 60%,2,2,5,4,2,2,2,2,2,2,2,2,2,2,5,5,5,5,3,3,2,2,4,4,4,4,2,4
457,Female,DI Yogyakarta,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,4,5,3,4,2,3,2
458,Female,Banten,e-paylater user,Bachelor/Diploma IV,1980,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,4,5,1,4,2,4,5,5,5,5,4,5,4,5,5,2,2,3,4,5,4,2,1,4,5,2,2,1
459,Female,West Sumatera,Non e-paylater user,Until Senior High School,1996,Students,"Less than Rp 1,000,000",Less than 20%,4,1,2,2,1,1,1,1,1,2,1,1,1,1,3,3,4,4,4,4,3,3,5,5,5,1,5,4
460,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,3,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,3,3,4,5,4,3,5,3,3
461,Female,West Kalimantan,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,4,2,2,3,3,3,3,3,3
462,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,3,3
463,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,2,3,1,3,3,3,3,2,3,3,3,3,3,2,2,2,2,4,3,2,2,2,5,5,5,5,3
464,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2005,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1,4,3,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5,4
465,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,4,2,1,1,1,1,1,1,2,2,2,2,1,1,3,3,3,3,4,4,2,3,4,5,4,5,3,1
466,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3
467,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,4,2,4,2,1,1,1,1,1,4,1,1,1,1,5,5,5,5,3,5,2,2,3,5,3,5,4,4
468,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1992,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,4,5,1,4,2,4,5,5,5,5,4,5,4,5,5,2,2,3,4,5,4,2,1,4,5,2,2,1
