ID,Gender,Location,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Online Shopping Expenditure Percentage,Impulsive Buying Behavior Score,Promotion Score,Social Influence Score,Happiness Score,Self Control Score,Normative Evaluation Score
567,Female,Provinsi South Sulawesi,Non e-paylater user,Bachelor/Diploma IV,1995,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,1,1,2,4,2
568,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,1991,Not Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,3,2,5,4,4
569,Female,West Java,Non e-paylater user,Post Graduate,1992,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,2,2,3,3,4
570,Female,West Sumatera,Non e-paylater user,Post Graduate,2004,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3,2,2,4,4,2
571,Female,Banten,Non e-paylater user,Until Senior High School,1986,Students,"Less than Rp 1,000,000",Less than 20%,2,2,3,4,3,2
572,Female,Provinsi South Sulawesi,Non e-paylater user,Post Graduate,1968,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,4,3,3,4,3,4
573,Female,Papua,Non e-paylater user,Bachelor/Diploma IV,1986,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,1,2,2,4,4
574,Female,Papua,Non e-paylater user,Until Senior High School,1983,Students,"Less than Rp 1,000,000",Less than 20%,4,4,3,3,3,3
575,Male,Provinsi South Sulawesi,e-paylater user,Post Graduate,1990,Entrepreneur,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,4,4,4,4,3,2
576,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,4,2,2,4,3,5
577,Male,West Sumatera,Non e-paylater user,Until Senior High School,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,1,1,4,4,4
578,Female,West Java,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,1,1,1,4,4,5
579,Male,West Java,Non e-paylater user,Bachelor/Diploma IV,1980,Working,"More than Rp 10,000,000",Less than 20%,3,1,3,3,3,5
580,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1998,Students,"Less than Rp 1,000,000",Less than 20%,3,2,3,4,3,4
581,Female,West Sumatera,Non e-paylater user,Until Senior High School,1998,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,3,2,4,4,2
582,Female,West Nusa Tenggara,e-paylater user,Until Senior High School,1976,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,3,3,4,3,3
583,Male,East Java,e-paylater user,Bachelor/Diploma IV,1998,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,4,4,4,3,3
584,Male,East Kalimantan,Non e-paylater user,Bachelor/Diploma IV,1984,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,4,2,3,4,5
585,Male,East Kalimantan,Non e-paylater user,Until Senior High School,1972,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,2,2,4,4,4
586,Male,East Kalimantan,Non e-paylater user,Bachelor/Diploma IV,1982,Entrepreneur,"More than Rp 10,000,000",Less than 20%,2,2,2,4,4,3
587,Female,East Kalimantan,Non e-paylater user,Post Graduate,1968,Working,"Rp 7,500,001 - Rp 10,000,000",61% - 80%,4,2,2,4,3,4
588,Female,East Kalimantan,Non e-paylater user,Post Graduate,1972,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,3,4,4
589,Male,East Kalimantan,Non e-paylater user,Bachelor/Diploma IV,1987,Working,"More than Rp 10,000,000",Less than 20%,2,1,3,3,4,4
590,Female,East Java,Non e-paylater user,Until Senior High School,1996,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,4,2,3,3,4
591,Female,East Kalimantan,Non e-paylater user,Until Senior High School,1969,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,4,4,5,3,4
592,Female,East Kalimantan,Non e-paylater user,Until Senior High School,1991,Working,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,2,2,4,3,3
593,Female,East Kalimantan,e-paylater user,Until Senior High School,1970,Students,"Less than Rp 1,000,000",Less than 20%,4,4,2,4,4,4
594,Female,DKI Jakarta,e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",21% - 40%,4,2,3,3,2,3
595,Male,East Kalimantan,Non e-paylater user,Until Senior High School,1991,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1,1,1,3,3,5
596,Female,East Kalimantan,Non e-paylater user,Until Senior High School,1991,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,3,3,4,2,3
597,Female,East Kalimantan,Non e-paylater user,Post Graduate,1982,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,4,2,4,4,2
598,Female,East Kalimantan,Non e-paylater user,Until Senior High School,1987,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,3,3,3
599,Female,East Kalimantan,e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",Less than 20%,4,4,2,4,3,3
600,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2004,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,4,3,5
601,Female,West Sumatera,e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,5
602,Female,East Kalimantan,Non e-paylater user,Post Graduate,1972,Working,"More than Rp 10,000,000",Less than 20%,2,1,2,4,4,2
603,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,4,4,3
604,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,4,3,3
605,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1998,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,4,4,4,3,5
606,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,2,4,4,4
607,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,4,3,4,3,2
608,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,2,2,4,3,3
609,Female,West Sumatera,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3,4,3,3,3,2
610,Female,Bengkulu,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,1,1,4,4,5
611,Female,West Sumatera,Non e-paylater user,Until Senior High School,2005,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,4,3,3
612,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Not Working,"More than Rp 10,000,000",21% - 40%,3,1,1,3,3,3
613,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,3,1,2,4,3,4
614,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,2,4,2,5,3,2
615,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,4,3,4,3,2
616,Female,Provinsi South Sulawesi,Non e-paylater user,Until Senior High School,1992,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,3,3,3
617,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,1,1,5,4,3
618,Female,West Sumatera,Non e-paylater user,Post Graduate,2001,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,1,2,3,3,2
619,Female,West Sumatera,Non e-paylater user,Post Graduate,1989,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,3,1,2,3,4,4
620,Female,DKI Jakarta,Non e-paylater user,Post Graduate,1991,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,4,4,4
621,Female,Central Java,Non e-paylater user,Until Senior High School,1988,Students,"Less than Rp 1,000,000",41% - 60%,3,3,3,4,3,4
622,Female,North Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,2,2,4,4,4
623,Female,North Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,4,4,3,4,3,3
624,Female,North Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,1,1,3,5,3,5
625,Female,North Sumatera,Non e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",Less than 20%,3,1,1,2,5,1
626,Male,North Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,2,2,4,3,2
627,Female,North Sumatera,Non e-paylater user,Post Graduate,2000,Working,"More than Rp 10,000,000",Less than 20%,2,2,3,3,3,3
628,Female,North Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,4,1,2,4,3,3
629,Male,North Sumatera,e-paylater user,Post Graduate,2002,Entrepreneur,"More than Rp 10,000,000",21% - 40%,4,4,4,4,3,3
630,Female,Sulawesi Tengah,e-paylater user,Bachelor/Diploma IV,1986,Students,"Less than Rp 1,000,000",61% - 80%,4,4,4,4,3,3
631,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,2,2,4,3,3
632,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,3,4,3
633,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",21% - 40%,2,3,2,4,4,5
634,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,1,1,4,2,4
635,Female,Riau,Non e-paylater user,Until Senior High School,2003,Working,"Less than Rp 1,000,000",Less than 20%,3,2,1,4,3,3
636,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"More than Rp 10,000,000",Less than 20%,3,2,2,3,3,3
637,Male,Riau,Non e-paylater user,Post Graduate,2003,Students,"More than Rp 10,000,000",Less than 20%,5,4,4,3,3,3
638,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,1,2,3,4,1
639,Female,Riau,e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,1,2,2,4,5,4
640,Female,Riau,Non e-paylater user,Until Senior High School,2005,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,2,3,4,3,4
641,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",21% - 40%,2,1,2,4,3,3
642,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2001,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,4,3,3
643,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",2000,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3,1,1,4,3,5
644,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,1,1,1,5,3,5
645,Female,Riau,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,1,1,3,4,2
646,Female,North Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,4,3,4
647,Female,Banten,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,3,4,3,4,3,4
648,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,2002,Not Working,"Less than Rp 1,000,000",Less than 20%,3,3,2,3,3,4
649,Female,Lampung,Non e-paylater user,"Diploma I, II, III",1979,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,3,4,4
650,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,1,1,4,3,2
651,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",2000,Working,"More than Rp 10,000,000",Less than 20%,3,4,4,4,4,3
652,Male,West Sumatera,Non e-paylater user,Post Graduate,2000,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,2,3,3,2
653,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",Less than 20%,2,2,3,4,4,4
654,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,1,1,4,4,1
655,Female,West Sumatera,e-paylater user,"Diploma I, II, III",2000,Students,"Rp 1,000,001 - Rp 2,500,000",61% - 80%,4,3,3,5,3,3
656,Female,West Sumatera,e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",21% - 40%,3,5,4,4,3,3
657,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,2,2,2,3,3,4
658,Female,West Sumatera,Non e-paylater user,Until Senior High School,1997,Students,"Less than Rp 1,000,000",Less than 20%,4,2,3,4,3,3
659,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,2,3,4,4
660,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1998,Students,"Less than Rp 1,000,000",More than 100%,4,4,3,3,3,3
661,Female,West Sumatera,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3,4,3,4,2,4
662,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,2000,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,3,2,4,4,5
663,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",21% - 40%,2,1,3,4,2,5
664,Female,West Sumatera,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,1,4,4,4,3,2
665,Female,West Sumatera,Non e-paylater user,Post Graduate,2000,Working,"More than Rp 10,000,000",Less than 20%,1,1,1,4,3,5
666,Female,West Sumatera,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,3,3,3
667,Male,West Sumatera,e-paylater user,Post Graduate,2001,Entrepreneur,"More than Rp 10,000,000",21% - 40%,4,4,4,4,3,3
668,Female,West Sumatera,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",41% - 60%,4,1,1,4,3,4
669,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2000,Students,"Less than Rp 1,000,000",21% - 40%,4,4,5,4,3,3
670,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2000,Working,"More than Rp 10,000,000",21% - 40%,3,3,3,4,3,3
671,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2000,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,1,2,4,3,4
672,Female,Lampung,Non e-paylater user,Bachelor/Diploma IV,1999,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,1,1,2,3,4
673,Female,South Sumatera,Non e-paylater user,"Diploma I, II, III",1998,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,2,1,2,4,3,3
674,Female,Lampung,e-paylater user,Bachelor/Diploma IV,1997,Working,"More than Rp 10,000,000",Less than 20%,4,4,4,4,2,4
675,Female,South Sumatera,Non e-paylater user,Post Graduate,1996,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,2,2,2,4,3,3
676,Female,Lampung,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,2,2,2,4,3,4
677,Male,South Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,3,2,4,4,4
678,Female,Lampung,Non e-paylater user,Until Senior High School,1999,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3,2,2,4,4,3
679,Female,South Sumatera,Non e-paylater user,"Diploma I, II, III",1998,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,4,2,1,4,2,3
680,Male,Lampung,e-paylater user,Bachelor/Diploma IV,1997,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,3,3,3,3,5
681,Male,South Sumatera,Non e-paylater user,Until Senior High School,1996,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,1,3,3,3
682,Female,Lampung,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,2,4,3,4,5,1
683,Female,South Sumatera,Non e-paylater user,Post Graduate,1994,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,1,1,4,4,4
684,Female,Lampung,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",Less than 20%,1,1,1,4,5,4
685,Female,South Sumatera,Non e-paylater user,Post Graduate,1998,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,2,4,3,3
686,Female,Lampung,Non e-paylater user,Until Senior High School,1997,Students,"Less than Rp 1,000,000",Less than 20%,3,1,2,1,3,3
687,Female,South Sumatera,Non e-paylater user,Post Graduate,1996,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,2,1,4,3,4
688,Female,Lampung,e-paylater user,Bachelor/Diploma IV,1995,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,5,1,2,4,3,4
689,Female,South Sumatera,e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",21% - 40%,3,4,4,4,3,2
690,Female,Lampung,Non e-paylater user,"Diploma I, II, III",1999,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,2,4,4,4
691,Female,South Sumatera,Non e-paylater user,"Diploma I, II, III",1998,Students,"Less than Rp 1,000,000",Less than 20%,3,2,3,4,3,5
692,Female,Lampung,Non e-paylater user,"Diploma I, II, III",1997,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,3
693,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",41% - 60%,4,1,1,4,3,2
694,Female,South Sumatera,Non e-paylater user,Post Graduate,1996,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,2,3,3,4
695,Female,Lampung,Non e-paylater user,"Diploma I, II, III",1995,Not Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,1,2,4,4,3
696,Female,South Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,2,1,1,4,4,3
697,Female,Lampung,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,3,3,3
698,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",Less than 20%,2,4,4,4,3,3
699,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,1,5,2,3
700,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,3,2,2,4,3,2
701,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,2,1,2,4,3,2
702,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,3,2,5,4,5
703,Male,West Sumatera,Non e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",Less than 20%,2,1,1,4,4,2
704,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,2,4,3,3
705,Female,West Sumatera,e-paylater user,"Diploma I, II, III",2004,Working,"More than Rp 10,000,000",Less than 20%,2,1,2,4,3,4
706,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"More than Rp 10,000,000",21% - 40%,2,1,1,3,3,3
707,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,2003,Entrepreneur,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2,1,1,5,3,3
708,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,4,3,5
709,Female,West Sumatera,e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,4,3,4,2,4
710,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2000,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3,4,2,4,3,5
711,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,3,2,3,3,3
712,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,4,4,5,3,3,3
713,Male,Lampung,e-paylater user,Bachelor/Diploma IV,1999,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,4,4,4,3,3
714,Male,Lampung,e-paylater user,"Diploma I, II, III",1999,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,4,4,4,3,3
715,Female,Lampung,Non e-paylater user,Until Senior High School,1999,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,4,4,3,4,2,2
716,Female,South Sumatera,Non e-paylater user,Bachelor/Diploma IV,1998,Not Working,"Less than Rp 1,000,000",41% - 60%,1,1,1,1,3,5
717,Female,Lampung,e-paylater user,"Diploma I, II, III",1997,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,4,4,4,4,3,4
718,Male,South Sumatera,e-paylater user,Post Graduate,1996,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,1,1,2,4,1
719,Male,Lampung,Non e-paylater user,Post Graduate,1995,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,3,3,4,4,3
720,Female,South Sumatera,Non e-paylater user,Bachelor/Diploma IV,1994,Not Working,"More than Rp 10,000,000",Less than 20%,3,1,1,4,3,5
721,Female,Lampung,e-paylater user,"Diploma I, II, III",1999,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,4,4,4,3,3
722,Female,South Sumatera,Non e-paylater user,Post Graduate,1998,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,2,2,4,3
723,Female,Riau,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,5
724,Male,Jambi,e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",21% - 40%,1,5,4,4,5,2
725,Female,Bengkulu,Non e-paylater user,Bachelor/Diploma IV,1993,Not Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,3,3,4,3,3
726,Female,DKI Jakarta,Non e-paylater user,Bachelor/Diploma IV,1992,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,4,3,2
727,Female,Riau,Non e-paylater user,Post Graduate,1995,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,3,2,2,3,4,4
728,Female,Jambi,Non e-paylater user,Bachelor/Diploma IV,1994,Working,"More than Rp 10,000,000",Less than 20%,3,2,2,4,3,2
729,Female,Bengkulu,Non e-paylater user,Bachelor/Diploma IV,1993,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,1,1,5,4,3
730,Male,DKI Jakarta,e-paylater user,Post Graduate,1992,Working,"More than Rp 10,000,000",Less than 20%,3,1,2,3,3,3
731,Female,Riau,e-paylater user,Post Graduate,1995,Not Working,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3,2,3,5,3,5
732,Male,Jambi,Non e-paylater user,Bachelor/Diploma IV,1994,Working,"More than Rp 10,000,000",41% - 60%,2,2,2,4,3,3
733,Male,Bengkulu,e-paylater user,Post Graduate,1993,Entrepreneur,"More than Rp 10,000,000",21% - 40%,4,4,4,4,3,3
734,Female,DKI Jakarta,Non e-paylater user,Post Graduate,1992,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,4,3,3,4,4,4
735,Female,Riau,Non e-paylater user,Until Senior High School,1995,Students,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,5,3,4,4,3,3
736,Female,Jambi,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,2,3,3,3,3,3
737,Female,Bengkulu,Non e-paylater user,Bachelor/Diploma IV,1993,Working,"More than Rp 10,000,000",Less than 20%,2,1,1,1,4,4
738,Female,DKI Jakarta,e-paylater user,Bachelor/Diploma IV,1992,Working,"More than Rp 10,000,000",41% - 60%,4,3,2,4,3,4
739,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1975,Working,"More than Rp 10,000,000",Less than 20%,2,1,1,2,4,4
740,Male,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,3,3,3,3
741,Female,West Sumatera,e-paylater user,Post Graduate,2002,Entrepreneur,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,4,4,4,4,3,2
742,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,1,2,4,4,3
743,Female,West Sumatera,e-paylater user,"Diploma I, II, III",2000,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,4,3,3,3,4
744,Male,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,2,1,3,4,2
745,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"More than Rp 10,000,000",Less than 20%,2,1,2,4,5,4
746,Female,Kepulauan Riau,Non e-paylater user,"Diploma I, II, III",2002,Working,"Less than Rp 1,000,000",Less than 20%,3,1,1,5,2,3
747,Male,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"More than Rp 10,000,000",Less than 20%,3,4,3,4,5,4
748,Male,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,2,2,4,4,5
749,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,4,3,3,3,3,4
750,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Students,"Less than Rp 1,000,000",Less than 20%,3,1,1,2,3,3
751,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",More than 100%,2,1,1,2,3,4
752,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,2,4,3,3,3,4
753,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"More than Rp 10,000,000",Less than 20%,2,2,2,2,3,4
754,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,4,3,4,3,3
755,Male,West Sumatera,e-paylater user,Bachelor/Diploma IV,2001,Students,"Less than Rp 1,000,000",21% - 40%,2,4,2,2,2,4
756,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,2,3,2,3,4,2
